Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,latitude,longitude
A1737,Software Engineer Course,160.0,3448.0,$210.38,19.0,7.0,0.044,$1705,14-11-2024,Berlin,desktop,data analytics course,52.497839,13.431935
A1738,Software Engineer Course,146.0,5297.0,$198.89,30.0,8.0,0.055,$2000,2024-11-02,Berlin,desktop,data anaytics training,52.503249,13.393763
A1739,Data Analytcis Course,175.0,3818.0,$190.89,30.0,10.0,0.039,$1088,2024/11/10,Berlin,tablet,data analitics online,52.546221,13.393172
A1740,Data Analytcis Course,122.0,4791.0,$223.16,12.0,4.0,0.033,$1246,05-11-2024,Paris,tablet,learn data analytics,48.855164,2.333292
A1741,Data Analytcis Course,85.0,3713.0,$225.74,23.0,5.0,0.047,$1867,24-11-2024,London,tablet,data analitics online,51.536852,-0.153376
A1742,Machine Learning Course,167.0,3634.0,$202.75,30.0,10.0,0.06,$1503,2024/11/23,Paris,desktop,data anaytics training,48.839005,2.325762
A1743,Machine Learning Course,158.0,3025.0,$180.5,24.0,9.0,,$1725,26-11-2024,Paris,tablet,data anaytics training,48.849693,2.381697
A1744,Software Engineer Course,176.0,5868.0,$184.46,,4.0,0.023,$1229,2024-11-20,Paris,desktop,data analytics course,48.884615,2.343559
A1745,Machine Learning Course,111.0,3050.0,$208.87,10.0,7.0,0.063,$1774,2024-11-26,Berlin,tablet,analytics for data,52.51623,13.415855
A1746,Machine Learning Course,186.0,5301.0,,14.0,9.0,,$1230,2024-11-17,London,desktop,learn data analytics,51.479506,-0.110932
A1747,DevOps Course,177.0,3042.0,$239.64,26.0,4.0,0.023,$1646,2024/11/20,Berlin,mobile,data analytics course,52.544219,13.421109
A1748,Data Analytcis Course,150.0,5272.0,$239.06,13.0,9.0,0.06,$1232,01-11-2024,London,desktop,online data analytic,51.47941,-0.102901
A1749,Software Engineer Course,160.0,4279.0,$191.56,22.0,10.0,0.039,$1234,12-11-2024,Berlin,mobile,data analytics course,52.542851,13.405318
A1750,DevOps Course,147.0,5659.0,$188.07,22.0,4.0,0.045,$1796,25-11-2024,Paris,mobile,analytics for data,48.864663,2.372282
A1751,DevOps Course,198.0,4816.0,$224.96,21.0,4.0,0.042,$1601,05-11-2024,Berlin,mobile,online data analytic,52.517525,13.422123
A1752,Machine Learning Course,145.0,3874.0,,10.0,10.0,0.069,$1153,2024-11-30,London,mobile,data anaytics training,51.536985,-0.134427
A1753,Software Engineer Course,94.0,5221.0,$225.23,17.0,3.0,0.036,$1209,19-11-2024,Berlin,tablet,learn data analytics,52.506963,13.431482
A1754,DevOps Course,90.0,5859.0,$187.29,17.0,5.0,0.056,$1375,16-11-2024,London,mobile,analytics for data,51.518495,-0.153137
A1755,Machine Learning Course,182.0,5055.0,$232.64,26.0,8.0,0.036,$1815,10-11-2024,London,mobile,data anaytics training,51.50626,-0.108982
A1756,Machine Learning Course,,4373.0,$199.32,16.0,5.0,,$1150,2024-11-02,Paris,desktop,data anaytics training,48.860924,2.357867
A1757,DevOps Course,,,$234.85,11.0,8.0,,$1398,2024-11-04,Paris,desktop,data anaytics training,48.871185,2.362764
A1758,Data Analytcis Course,103.0,3547.0,$232.35,11.0,8.0,0.078,$1663,26-11-2024,Paris,tablet,learn data analytics,48.86365,2.38019
A1759,Software Engineer Course,148.0,3128.0,$197.02,27.0,9.0,0.061,$1214,2024/11/12,Berlin,tablet,data anaytics training,52.50888,13.401707
A1760,Machine Learning Course,151.0,5201.0,$198.56,15.0,10.0,0.066,$1716,2024/11/05,Berlin,tablet,data anaytics training,52.528362,13.404687
A1761,Data Analytcis Course,148.0,5510.0,$210.42,27.0,4.0,0.048,$1352,2024-11-06,London,mobile,learn data analytics,51.49699,-0.119665
A1762,Machine Learning Course,103.0,5628.0,$195.6,24.0,8.0,0.034,$1065,2024-11-09,Paris,mobile,analytics for data,48.860909,2.340663
A1763,Data Analytcis Course,115.0,5445.0,$183.55,21.0,7.0,0.059,$1721,2024-11-07,Paris,tablet,data analytics course,48.881483,2.326214
A1764,Software Engineer Course,160.0,5936.0,$239.87,29.0,4.0,,$1320,2024/11/24,London,mobile,analytics for data,51.49564,-0.113291
A1765,DevOps Course,166.0,5808.0,$194.79,14.0,8.0,0.048,$1799,2024/11/14,Paris,tablet,data anaytics training,48.826979,2.348109
A1766,Data Analytcis Course,187.0,3282.0,$234.91,10.0,7.0,0.041,$1525,29-11-2024,Paris,mobile,online data analytic,48.829837,2.342161
A1767,DevOps Course,172.0,3334.0,$243.12,30.0,9.0,0.052,,2024-11-08,Berlin,mobile,online data analytic,52.517082,13.415843
A1768,DevOps Course,172.0,5546.0,$241.81,24.0,10.0,0.058,$1681,2024-11-03,Berlin,desktop,learn data analytics,52.528471,13.404844
A1769,Data Analytcis Course,187.0,5734.0,$187.44,10.0,8.0,0.043,$1183,23-11-2024,London,tablet,analytics for data,51.486185,-0.153827
A1770,Software Engineer Course,196.0,4964.0,$249.47,26.0,9.0,0.046,$1996,2024-11-19,Berlin,mobile,learn data analytics,52.497322,13.39348
A1771,Data Analytcis Course,131.0,4774.0,$240.53,24.0,7.0,0.053,,09-11-2024,Paris,tablet,data anaytics training,48.829565,2.361301
A1772,Software Engineer Course,103.0,5244.0,$205.9,22.0,7.0,0.032,$1954,2024-11-16,London,mobile,analytics for data,51.504428,-0.156195
A1773,Data Analytcis Course,114.0,3064.0,$196.01,23.0,6.0,0.053,$1348,30-11-2024,London,mobile,learn data analytics,51.527991,-0.143969
A1774,Machine Learning Course,116.0,3265.0,$199.21,24.0,10.0,0.086,$1006,21-11-2024,London,mobile,learn data analytics,51.483715,-0.101218
A1775,Machine Learning Course,164.0,5351.0,$217.9,10.0,9.0,0.055,$1431,2024/11/12,Paris,tablet,online data analytic,48.83232,2.353426
A1776,Software Engineer Course,160.0,5830.0,,15.0,10.0,0.062,$1270,26-11-2024,Paris,mobile,online data analytic,48.837525,2.33419
A1777,Machine Learning Course,112.0,4808.0,$221.57,17.0,7.0,0.062,$1186,2024/11/25,Paris,desktop,data analitics online,48.857159,2.380962
A1778,DevOps Course,87.0,5506.0,$188.77,11.0,5.0,,$1774,2024-11-22,London,mobile,learn data analytics,51.515369,-0.128106
A1779,Data Analytcis Course,,4798.0,$198.45,20.0,10.0,,$1937,2024-11-14,London,mobile,data anaytics training,51.534254,-0.130588
A1780,Machine Learning Course,139.0,5763.0,$214.49,15.0,5.0,0.045,$1781,2024-11-01,Paris,desktop,data analitics online,48.874559,2.352129
A1781,Data Analytcis Course,193.0,3271.0,$187.76,30.0,9.0,0.053,$1209,2024-11-13,Paris,tablet,online data analytic,48.829866,2.330377
A1782,DevOps Course,151.0,4402.0,$248.65,21.0,4.0,,$1722,19-11-2024,London,desktop,data analitics online,51.537251,-0.108849
A1783,Software Engineer Course,90.0,4281.0,$216.36,24.0,4.0,,$1768,2024/11/04,Paris,mobile,learn data analytics,48.862614,2.353305
A1784,DevOps Course,169.0,4480.0,,11.0,10.0,0.059,$1769,2024/11/28,Berlin,tablet,online data analytic,52.51585,13.401781
A1785,DevOps Course,197.0,4373.0,$218.3,18.0,9.0,0.059,$1988,2024-11-14,Paris,desktop,learn data analytics,48.873286,2.324936
A1786,Software Engineer Course,132.0,,$219.44,17.0,3.0,0.055,$1949,2024/11/24,Paris,desktop,learn data analytics,48.858305,2.365744
A1787,DevOps Course,96.0,5503.0,$243.51,11.0,6.0,0.062,$1687,2024-11-02,London,desktop,data analitics online,51.47882,-0.152615
A1788,DevOps Course,160.0,4154.0,$230.16,15.0,6.0,,$1667,2024/11/16,London,mobile,online data analytic,51.533122,-0.102337
A1789,Machine Learning Course,162.0,5161.0,$240.72,16.0,7.0,,$1649,2024-11-15,Paris,tablet,learn data analytics,48.837553,2.355381
A1790,Machine Learning Course,171.0,5517.0,$233.86,23.0,5.0,0.029,$1349,24-11-2024,London,tablet,data analytics course,51.510901,-0.108431
A1791,Software Engineer Course,110.0,4161.0,$204.28,16.0,10.0,,$1447,2024-11-14,Berlin,mobile,data analitics online,52.501054,13.401921
A1792,Software Engineer Course,103.0,5332.0,$243.72,16.0,3.0,0.029,$1882,2024-11-28,Berlin,desktop,online data analytic,52.547535,13.418685
A1793,Data Analytcis Course,167.0,3620.0,$243.81,24.0,8.0,0.053,$1001,2024/11/05,London,desktop,data analytics course,51.520184,-0.123899
A1794,DevOps Course,132.0,4117.0,$239.04,28.0,3.0,0.023,$1761,2024-11-07,London,mobile,analytics for data,51.50503,-0.136174
A1795,Machine Learning Course,145.0,5400.0,$219.89,29.0,3.0,,$1152,20-11-2024,Paris,tablet,data analytics course,48.849747,2.357894
A1796,Data Analytcis Course,140.0,5220.0,$183.39,25.0,8.0,0.057,$1918,11-11-2024,Berlin,desktop,learn data analytics,52.525075,13.430687
A1797,Machine Learning Course,122.0,,$217.66,25.0,10.0,0.053,$1799,2024/11/26,London,tablet,data analitics online,51.514992,-0.143675
A1798,Data Analytcis Course,87.0,4081.0,$180.63,20.0,4.0,0.046,$1665,2024/11/08,Paris,tablet,data analitics online,48.830933,2.324526
A1799,DevOps Course,141.0,4239.0,$199.82,15.0,5.0,0.035,$1639,2024/11/27,Paris,mobile,data anaytics training,48.851266,2.357217
A1800,DevOps Course,157.0,3367.0,$248.9,,8.0,0.051,$1470,30-11-2024,Paris,tablet,data anaytics training,48.882858,2.328349
A1801,Data Analytcis Course,95.0,5721.0,$208.53,16.0,6.0,0.063,$1863,2024/11/05,London,mobile,data analytics course,51.490754,-0.128261
A1802,Software Engineer Course,160.0,5166.0,$210.21,20.0,7.0,0.044,$1850,2024/11/21,Berlin,desktop,data analytics course,52.538325,13.397129
A1803,Machine Learning Course,133.0,5430.0,$217.34,16.0,6.0,0.045,$1199,2024/11/14,Paris,mobile,data analitics online,48.862404,2.373004
A1804,Data Analytcis Course,154.0,3452.0,$215.61,21.0,7.0,0.058,$1631,2024/11/02,Paris,mobile,analytics for data,48.833488,2.349514
A1805,Data Analytcis Course,188.0,,$220.11,13.0,4.0,0.021,$1262,29-11-2024,Berlin,tablet,data analitics online,52.531167,13.401771
A1806,Machine Learning Course,186.0,5073.0,$233.58,15.0,4.0,,$1965,2024-11-04,Paris,tablet,online data analytic,48.853005,2.377309
A1807,Data Analytcis Course,101.0,5757.0,$249.33,25.0,9.0,0.035,$1129,2024/11/01,London,mobile,learn data analytics,51.5256,-0.126867
A1808,DevOps Course,150.0,3323.0,$227.55,14.0,4.0,0.027,$1931,2024-11-18,Berlin,mobile,data analytics course,52.504916,13.401811
A1809,Machine Learning Course,127.0,5417.0,$229.06,26.0,8.0,0.063,$1086,2024/11/21,Berlin,tablet,learn data analytics,52.496883,13.390108
A1810,Data Analytcis Course,117.0,5445.0,$213.9,10.0,5.0,0.043,$1804,19-11-2024,Berlin,desktop,data analytics course,52.545085,13.403507
A1811,Machine Learning Course,152.0,5173.0,$230.47,15.0,5.0,0.036,$1779,2024/11/26,Berlin,desktop,learn data analytics,52.529169,13.40087
A1812,DevOps Course,87.0,3643.0,$220.76,27.0,7.0,,$1393,2024/11/03,Berlin,desktop,data analitics online,52.51833,13.378455
A1813,Machine Learning Course,181.0,3863.0,$180.12,17.0,7.0,0.035,$1892,2024-11-28,London,desktop,data analytics course,51.4835,-0.157628
A1814,Software Engineer Course,147.0,3661.0,$191.67,17.0,4.0,0.027,,24-11-2024,Paris,desktop,online data analytic,48.874531,2.354423
A1815,Data Analytcis Course,173.0,5463.0,$232.38,17.0,5.0,0.029,$1568,2024-11-26,Paris,desktop,analytics for data,48.884365,2.369145
A1816,Software Engineer Course,123.0,3459.0,$211.88,21.0,4.0,0.033,$1223,24-11-2024,Berlin,tablet,learn data analytics,52.511147,13.392815
A1817,Software Engineer Course,162.0,3906.0,$237.24,13.0,5.0,0.033,$1062,2024/11/10,London,desktop,data anaytics training,51.518234,-0.1255
A1818,Data Analytcis Course,135.0,4645.0,$182.94,12.0,,,$1927,2024-11-30,Paris,desktop,online data analytic,48.832589,2.32351
A1819,DevOps Course,169.0,3317.0,$232.35,29.0,3.0,0.049,$1988,2024-11-24,London,mobile,data anaytics training,51.50995,-0.108058
A1820,Data Analytcis Course,120.0,3235.0,$220.67,11.0,4.0,,$1890,2024-11-17,London,mobile,learn data analytics,51.508579,-0.150389
A1821,Data Analytcis Course,,4823.0,$234.73,30.0,5.0,,$1361,25-11-2024,Berlin,mobile,data anaytics training,52.531308,13.40244
A1822,Machine Learning Course,167.0,4403.0,$189.36,25.0,4.0,0.03,$1572,06-11-2024,London,desktop,learn data analytics,51.530398,-0.133462
A1823,DevOps Course,101.0,3530.0,$184.83,22.0,5.0,,$1802,13-11-2024,Paris,mobile,learn data analytics,48.839293,2.36575
A1824,Data Analytcis Course,129.0,4679.0,$239.21,19.0,3.0,0.023,$1215,2024/11/04,London,mobile,data analitics online,51.502759,-0.155047
A1825,DevOps Course,153.0,5396.0,$233.79,13.0,8.0,,$1571,01-11-2024,Paris,mobile,data anaytics training,48.87444,2.327237
A1826,Data Analytcis Course,,3976.0,$248.65,16.0,4.0,,$1160,15-11-2024,Berlin,mobile,data anaytics training,52.546206,13.416819
A1827,Software Engineer Course,108.0,5545.0,$209.82,11.0,8.0,0.074,$1491,2024/11/08,London,mobile,analytics for data,51.511621,-0.147864
A1828,Machine Learning Course,85.0,4772.0,$211.62,15.0,10.0,0.118,$1669,19-11-2024,Berlin,mobile,learn data analytics,52.531736,13.416464
A1829,DevOps Course,109.0,4941.0,$242.54,18.0,9.0,0.083,$1278,2024-11-11,London,desktop,data anaytics training,51.51131,-0.122746
A1830,Software Engineer Course,119.0,4369.0,$216.29,16.0,4.0,,,2024/11/22,London,tablet,learn data analytics,51.524636,-0.099756
A1831,Software Engineer Course,143.0,5526.0,$185.94,15.0,8.0,0.056,$1712,25-11-2024,Berlin,desktop,analytics for data,52.523797,13.427867
A1832,Software Engineer Course,161.0,5302.0,$184.29,13.0,8.0,0.036,$1703,30-11-2024,London,tablet,learn data analytics,51.521815,-0.123766
A1833,DevOps Course,146.0,4424.0,$196.88,20.0,3.0,0.021,$1757,30-11-2024,London,tablet,online data analytic,51.510235,-0.150287
A1834,Data Analytcis Course,82.0,5971.0,$235.52,14.0,8.0,0.098,$1568,06-11-2024,London,mobile,learn data analytics,51.493037,-0.145961
A1835,Data Analytcis Course,88.0,3733.0,$244.35,12.0,8.0,0.091,$1622,2024-11-27,Paris,mobile,online data analytic,48.868648,2.326484
A1836,Data Analytcis Course,127.0,4403.0,$244.3,15.0,7.0,0.055,$1832,22-11-2024,Berlin,tablet,data analytics course,52.529137,13.399937
A1837,Software Engineer Course,179.0,5118.0,$189.59,15.0,6.0,0.034,$1892,2024/11/28,Paris,tablet,data analytics course,48.834281,2.365107
A1838,Machine Learning Course,199.0,4407.0,$240.05,21.0,9.0,0.045,$1054,13-11-2024,Paris,desktop,data analitics online,48.885935,2.375331
A1839,DevOps Course,191.0,3190.0,$211.1,10.0,7.0,0.037,,22-11-2024,Paris,tablet,learn data analytics,48.829484,2.366494
A1840,Data Analytcis Course,99.0,4880.0,$245.13,25.0,8.0,,$1236,2024/11/19,London,tablet,data analytics course,51.480099,-0.1208
A1841,Machine Learning Course,122.0,5774.0,$224.4,23.0,10.0,,$1330,2024-11-14,Berlin,mobile,learn data analytics,52.534082,13.39103
A1842,Software Engineer Course,178.0,4103.0,$207.23,17.0,8.0,0.045,$1612,2024/11/15,Berlin,mobile,analytics for data,52.505815,13.378663
A1843,Data Analytcis Course,157.0,4414.0,$240.57,17.0,9.0,0.057,$1483,2024-11-27,Berlin,desktop,learn data analytics,52.549378,13.410042
A1844,Data Analytcis Course,199.0,5319.0,$216.7,25.0,9.0,0.045,,01-11-2024,Berlin,desktop,online data analytic,52.5174,13.399291
A1845,Machine Learning Course,192.0,3320.0,$208.09,17.0,3.0,0.016,$1169,18-11-2024,Berlin,mobile,data anaytics training,52.493811,13.432228
A1846,DevOps Course,144.0,4146.0,$246.1,18.0,10.0,0.069,$1074,15-11-2024,Paris,desktop,analytics for data,48.827372,2.380741
A1847,Machine Learning Course,147.0,4720.0,$227.6,23.0,8.0,,$1907,2024/11/05,Berlin,tablet,online data analytic,52.494715,13.430142
A1848,Machine Learning Course,121.0,3557.0,$237.03,16.0,7.0,,$1255,2024/11/25,Berlin,mobile,data analitics online,52.517806,13.420686
A1849,Software Engineer Course,193.0,5899.0,$227.24,12.0,9.0,0.042,$1832,02-11-2024,Paris,desktop,analytics for data,48.835803,2.381335
A1850,Data Analytcis Course,170.0,4968.0,$216.78,21.0,5.0,0.045,$1997,2024/11/24,London,tablet,data analytics course,51.481219,-0.122709
A1851,Software Engineer Course,198.0,5934.0,$199.61,14.0,6.0,0.03,,13-11-2024,Berlin,tablet,learn data analytics,52.534926,13.417914
A1852,Data Analytcis Course,133.0,4078.0,$189.42,21.0,6.0,0.045,$1969,21-11-2024,Berlin,desktop,data analitics online,52.493301,13.415239
A1853,DevOps Course,82.0,4163.0,$208.08,30.0,8.0,0.098,$1297,2024-11-04,London,mobile,data analytics course,51.534205,-0.13262
A1854,Software Engineer Course,90.0,4330.0,$249.24,20.0,4.0,0.044,$1618,2024-11-15,Berlin,tablet,data anaytics training,52.508632,13.388341
A1855,Machine Learning Course,122.0,5882.0,$189.76,25.0,7.0,0.057,$1357,2024-11-25,Berlin,tablet,analytics for data,52.495232,13.379959
A1856,DevOps Course,105.0,5645.0,$218.24,17.0,6.0,,$1420,2024/11/02,Paris,mobile,online data analytic,48.869252,2.349546
A1857,DevOps Course,179.0,3848.0,$213.26,12.0,5.0,,$1807,2024/11/29,Paris,desktop,data analytics course,48.870989,2.376218
A1858,Data Analytcis Course,91.0,5609.0,$228.27,12.0,10.0,0.11,$1098,2024-11-11,London,desktop,analytics for data,51.490833,-0.11001
A1859,Machine Learning Course,168.0,4390.0,$195.52,22.0,10.0,0.06,$1553,2024-11-04,Berlin,desktop,data analytics course,52.491597,13.401169
A1860,Machine Learning Course,162.0,4774.0,$210.8,20.0,7.0,0.043,$1387,2024/11/29,London,tablet,analytics for data,51.506184,-0.124404
A1861,DevOps Course,130.0,5787.0,$218.79,13.0,10.0,0.077,$1679,2024-11-09,London,mobile,online data analytic,51.490831,-0.148429
A1862,Software Engineer Course,97.0,5192.0,$184.79,13.0,10.0,,$1382,2024/11/05,London,mobile,learn data analytics,51.511953,-0.10379
A1863,Software Engineer Course,142.0,4223.0,$222.28,27.0,5.0,0.038,$1506,2024-11-07,London,desktop,learn data analytics,51.526749,-0.125994
A1864,Data Analytcis Course,138.0,3146.0,$197.89,22.0,7.0,,,2024/11/08,Berlin,desktop,learn data analytics,52.535842,13.430665
A1865,Software Engineer Course,186.0,3988.0,$237.69,15.0,5.0,0.027,$1603,2024-11-14,London,tablet,data analytics course,51.519391,-0.147885
A1866,Software Engineer Course,170.0,3437.0,$232.08,23.0,5.0,0.029,$1405,2024/11/29,Paris,mobile,learn data analytics,48.849444,2.380657
A1867,Software Engineer Course,85.0,3718.0,$224.14,21.0,6.0,0.071,$1938,2024-11-04,London,desktop,online data analytic,51.509082,-0.098193
A1868,Software Engineer Course,115.0,5343.0,$239.92,20.0,8.0,,$1381,2024-11-15,London,desktop,learn data analytics,51.506562,-0.146688
A1869,Data Analytcis Course,167.0,5170.0,$241.21,24.0,4.0,0.038,$1515,21-11-2024,London,mobile,data analytics course,51.485082,-0.154944
A1870,DevOps Course,113.0,5916.0,$234.58,18.0,5.0,0.044,$1165,2024/11/12,Berlin,mobile,data analytics course,52.497598,13.383721
A1871,Software Engineer Course,175.0,4958.0,$245.96,22.0,10.0,,$1777,2024-11-21,Berlin,mobile,online data analytic,52.529863,13.392352
A1872,DevOps Course,112.0,5538.0,$225.66,22.0,4.0,0.041,,2024/11/22,London,desktop,online data analytic,51.50486,-0.119414
A1873,Machine Learning Course,194.0,5309.0,$191.4,19.0,10.0,0.046,$1764,13-11-2024,Berlin,desktop,data anaytics training,52.505312,13.431995
A1874,Machine Learning Course,,4539.0,$244.4,18.0,6.0,,$1638,2024-11-28,Paris,mobile,analytics for data,48.880368,2.377201
A1875,DevOps Course,82.0,4622.0,$203.99,17.0,9.0,0.11,$1375,2024/11/12,Paris,mobile,online data analytic,48.828797,2.37871
A1876,Software Engineer Course,,3355.0,$193.57,26.0,9.0,,$1961,2024/11/11,London,mobile,learn data analytics,51.512837,-0.112298
A1877,DevOps Course,179.0,4992.0,$221.48,27.0,10.0,0.037,$1062,2024/11/06,Berlin,tablet,learn data analytics,52.493587,13.423746
A1878,Machine Learning Course,93.0,3015.0,$232.01,21.0,4.0,0.043,$1770,2024-11-26,Berlin,mobile,learn data analytics,52.540974,13.403922
A1879,Data Analytcis Course,152.0,4662.0,$249.13,24.0,7.0,0.046,$1951,11-11-2024,London,desktop,online data analytic,51.496399,-0.133575
A1880,Data Analytcis Course,81.0,3766.0,$213.12,27.0,7.0,0.086,$1183,27-11-2024,London,desktop,online data analytic,51.51788,-0.133275
A1881,DevOps Course,130.0,5774.0,$241.97,11.0,7.0,0.044,$1708,2024/11/20,Berlin,desktop,data analytics course,52.497827,13.411563
A1882,Data Analytcis Course,110.0,4542.0,$227.95,20.0,4.0,0.036,$1423,2024/11/11,Berlin,desktop,data anaytics training,52.506372,13.376478
A1883,Software Engineer Course,122.0,5179.0,,11.0,4.0,0.033,$1507,2024-11-18,Berlin,tablet,analytics for data,52.545421,13.378229
A1884,Data Analytcis Course,113.0,5265.0,$184.21,27.0,5.0,0.044,$1353,20-11-2024,Paris,tablet,data analitics online,48.881784,2.364097
A1885,Machine Learning Course,140.0,5297.0,$223.9,28.0,6.0,0.043,$1630,2024-11-21,London,mobile,data analytics course,51.524121,-0.135123
A1886,Software Engineer Course,170.0,3347.0,$248.44,27.0,3.0,,$1719,2024/11/20,Paris,desktop,learn data analytics,48.850432,2.376701
A1887,Data Analytcis Course,176.0,5960.0,$245.33,19.0,8.0,0.045,$1761,2024/11/25,Berlin,tablet,analytics for data,52.513557,13.414436
A1888,Software Engineer Course,,5143.0,$246.3,19.0,5.0,,$1346,05-11-2024,London,mobile,data anaytics training,51.500592,-0.106293
A1889,Data Analytcis Course,195.0,5265.0,$242.0,10.0,4.0,0.054,$1699,2024/11/08,Berlin,tablet,online data analytic,52.521058,13.378472
A1890,Machine Learning Course,162.0,4396.0,$183.96,18.0,4.0,0.043,$1054,2024/11/18,Paris,tablet,data analitics online,48.883759,2.324688
A1891,Software Engineer Course,138.0,4381.0,$191.55,28.0,7.0,,$1756,2024-11-01,Berlin,tablet,data anaytics training,52.514711,13.428737
A1892,Machine Learning Course,177.0,3965.0,$225.82,15.0,4.0,0.023,$1530,22-11-2024,Paris,mobile,online data analytic,48.880687,2.343265
A1893,DevOps Course,159.0,3366.0,$217.27,21.0,7.0,0.044,$1515,2024/11/17,Berlin,tablet,online data analytic,52.508882,13.415555
A1894,Machine Learning Course,111.0,4026.0,$229.01,13.0,3.0,,$1438,2024-11-01,London,desktop,learn data analytics,51.529205,-0.146934
A1895,DevOps Course,184.0,5560.0,$189.14,14.0,6.0,,$1250,2024-11-17,Berlin,tablet,data analitics online,52.54794,13.416439
A1896,Machine Learning Course,128.0,4500.0,$188.21,10.0,3.0,,$1087,2024-11-14,Berlin,desktop,online data analytic,52.492767,13.411978
A1897,Machine Learning Course,164.0,3851.0,$219.15,22.0,6.0,0.049,$1487,2024/11/09,Paris,mobile,learn data analytics,48.837538,2.329766
A1898,Data Analytcis Course,120.0,3464.0,$228.3,19.0,4.0,0.058,$1426,22-11-2024,London,tablet,online data analytic,51.537109,-0.129184
A1899,Machine Learning Course,89.0,3248.0,$239.42,10.0,4.0,,,2024/11/11,London,mobile,learn data analytics,51.48798,-0.131007
A1900,Software Engineer Course,91.0,3721.0,$231.45,24.0,6.0,0.06,,2024-11-14,London,tablet,online data analytic,51.5054,-0.140974
A1901,DevOps Course,143.0,4143.0,$191.68,20.0,5.0,0.035,$1460,2024-11-30,Berlin,tablet,analytics for data,52.544497,13.391893
A1902,Machine Learning Course,176.0,5768.0,$238.94,14.0,8.0,0.045,$1016,2024/11/02,London,tablet,data analitics online,51.487317,-0.142733
A1903,Software Engineer Course,151.0,4408.0,$214.29,20.0,5.0,0.033,$1900,21-11-2024,Paris,desktop,data analytics course,48.836948,2.372132
A1904,Data Analytcis Course,134.0,3623.0,$221.65,19.0,5.0,0.047,$1937,2024-11-24,London,desktop,data analitics online,51.501821,-0.134413
A1905,DevOps Course,191.0,3057.0,$223.28,27.0,6.0,0.031,$1208,2024/11/03,London,desktop,data analitics online,51.507755,-0.152915
A1906,Machine Learning Course,170.0,3144.0,,21.0,3.0,0.031,$1695,2024-11-05,Paris,desktop,data analitics online,48.881374,2.327639
A1907,Software Engineer Course,112.0,3989.0,$228.74,10.0,8.0,,$1812,13-11-2024,Berlin,mobile,analytics for data,52.52578,13.375857
A1908,Data Analytcis Course,169.0,3619.0,$246.66,28.0,3.0,0.018,$1354,2024-11-25,London,desktop,online data analytic,51.531846,-0.12597
A1909,Machine Learning Course,172.0,4696.0,$242.17,26.0,3.0,0.017,$1719,2024-11-06,London,desktop,data analytics course,51.480758,-0.126789
A1910,Data Analytcis Course,162.0,5684.0,$219.08,30.0,7.0,,$1295,2024/11/26,Berlin,desktop,data analytics course,52.516301,13.403818
A1911,Software Engineer Course,183.0,4197.0,$243.19,29.0,8.0,,$1593,2024/11/09,Berlin,mobile,data anaytics training,52.498527,13.430441
A1912,Machine Learning Course,108.0,5949.0,$184.25,23.0,8.0,0.074,$1986,2024/11/23,London,desktop,data anaytics training,51.506193,-0.140297
A1913,Software Engineer Course,126.0,3784.0,,24.0,5.0,,$1951,28-11-2024,London,mobile,analytics for data,51.506163,-0.108692
A1914,Data Analytcis Course,174.0,3570.0,$222.65,25.0,3.0,0.017,,2024-11-19,Berlin,tablet,learn data analytics,52.502118,13.404851
A1915,DevOps Course,122.0,4632.0,$236.57,13.0,6.0,,$1001,2024-11-15,London,desktop,data analytics course,51.533305,-0.133199
A1916,Machine Learning Course,191.0,3457.0,$237.6,,10.0,0.052,,2024/11/05,Berlin,desktop,data analytics course,52.494019,13.388052
A1917,DevOps Course,122.0,4525.0,$202.89,23.0,8.0,0.034,$1499,22-11-2024,Paris,tablet,data anaytics training,48.858131,2.367602
A1918,DevOps Course,175.0,4850.0,$186.25,28.0,10.0,0.057,$1978,2024/11/18,London,desktop,analytics for data,51.486257,-0.135024
A1919,Machine Learning Course,123.0,4938.0,$180.64,24.0,9.0,0.073,$1746,21-11-2024,Paris,tablet,data analytics course,48.853562,2.343163
A1920,Software Engineer Course,135.0,5748.0,$239.22,20.0,7.0,0.051,$1222,2024/11/21,Paris,tablet,analytics for data,48.884109,2.336515
A1921,Data Analytcis Course,,4622.0,$187.85,24.0,5.0,,$1998,11-11-2024,Berlin,tablet,analytics for data,52.520324,13.376744
A1922,Data Analytcis Course,90.0,5596.0,$188.04,12.0,4.0,0.044,,2024/11/17,London,mobile,online data analytic,51.497238,-0.143844
A1923,Software Engineer Course,,5308.0,$234.1,27.0,8.0,,$1150,2024/11/16,Paris,tablet,analytics for data,48.870582,2.32605
A1924,Machine Learning Course,89.0,3069.0,$205.37,19.0,6.0,,$1518,2024/11/28,Berlin,desktop,data analitics online,52.532036,13.42077
A1925,Software Engineer Course,,4221.0,$180.83,24.0,10.0,0.033,$1082,2024/11/13,Berlin,tablet,learn data analytics,52.4964,13.393364
A1926,DevOps Course,148.0,4514.0,$203.54,23.0,3.0,0.047,$1622,05-11-2024,Paris,desktop,data analitics online,48.870616,2.353401
A1927,DevOps Course,96.0,3468.0,$228.41,16.0,9.0,0.094,$1035,04-11-2024,Berlin,desktop,learn data analytics,52.536454,13.391223
