Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Sale_Amount,Ad_Date,Location,Device,Keyword,Cost_num,Sale_num,CTR,CPC,Conversion_Rate_calc,CPA,ROAS,CPM
A1292,Software Engineer Course,128.0,5772.0,$235.54,20.0,10.0,0.078,$1215,2024-11-04,Hyderabad,Desktop,data anaytics training,235.54,1215.0,0.022176022176022176,1.84015625,0.078125,23.554,5.1583595143075485,40.807345807345804
A1293,Software Engineer Course,105.0,5840.0,$236.56,22.0,8.0,0.047,$1811,2024-11-24,Hyderabad,Tablet,data analytics course,236.56,1811.0,0.01797945205479452,2.252952380952381,0.0761904761904762,29.57,7.655563070679743,40.5068493150685
A1294,Software Engineer Course,90.0,,$249.0,21.0,10.0,,$1245,2024-11-19,Hyderabad,Mobile,data analytics course,249.0,1245.0,,2.7666666666666666,0.1111111111111111,24.9,5.0,
A1295,Software Engineer Course,89.0,5158.0,$211.76,20.0,5.0,0.056,$1119,2024-11-21,Hyderabad,Desktop,online data analytic,211.76,1119.0,0.017254749903063204,2.379325842696629,0.056179775280898875,42.352,5.284284095202116,41.054672353625435
A1296,Software Engineer Course,119.0,3489.0,$194.36,14.0,3.0,0.055,$1633,2024-11-10,Hyderabad,Mobile,data analytics course,194.36,1633.0,0.03410719403840642,1.63327731092437,0.025210084033613446,64.78666666666668,8.40193455443507,55.70650616222414
A1297,Software Engineer Course,173.0,3977.0,$229.82,30.0,5.0,0.037,$1584,2024-11-22,Hyderabad,Desktop,learn data analytics,229.82,1584.0,0.043500125722906714,1.3284393063583815,0.028901734104046242,45.964,6.892350535201462,57.78727684184058
A1298,Software Engineer Course,95.0,3397.0,$181.89,,7.0,0.074,$1560,2024-11-27,Hyderabad,Tablet,data analytics course,181.89,1560.0,0.027965852222549308,1.9146315789473682,0.07368421052631578,25.98428571428571,8.576612238165925,53.54430379746835
A1299,Software Engineer Course,112.0,5194.0,$245.97,10.0,5.0,0.045,$1016,2024-11-21,Hyderabad,Tablet,data anaytics training,245.97,1016.0,0.0215633423180593,2.1961607142857145,0.044642857142857144,49.194,4.1305850306948,47.35656526761648
A1300,Software Engineer Course,134.0,3007.0,$217.53,10.0,5.0,0.037,$1371,2024-11-30,Hyderabad,Mobile,data anaytics training,217.53,1371.0,0.04456268706351846,1.6233582089552239,0.03731343283582089,43.506,6.302578954626948,72.34120385766545
A1301,Software Engineer Course,113.0,5721.0,$216.7,11.0,6.0,0.053,$1743,2024-11-17,Hyderabad,Desktop,data anaytics training,216.7,1743.0,0.01975179164481734,1.9176991150442477,0.05309734513274336,36.11666666666667,8.0433779418551,37.87799335780458
A1302,Software Engineer Course,157.0,3546.0,$189.11,16.0,5.0,0.032,$1333,2024-11-28,Hyderabad,Mobile,data analitics online,189.11,1333.0,0.04427523970671179,1.2045222929936306,0.03184713375796178,37.822,7.04880757231241,53.33051325437113
A1303,Software Engineer Course,105.0,3670.0,$245.85,24.0,9.0,,$1653,2024-11-24,Hyderabad,Tablet,data analytics course,245.85,1653.0,0.02861035422343324,2.341428571428571,0.08571428571428572,27.316666666666666,6.723611958511287,66.9891008174387
A1304,Software Engineer Course,162.0,5915.0,$211.96,11.0,,,$1394,2024-11-20,Hyderabad,Tablet,analytics for data,211.96,1394.0,0.02738799661876585,1.308395061728395,,,6.5767125872806185,35.83431952662722
A1305,Software Engineer Course,,4450.0,$219.21,16.0,10.0,0.056,$1917,2024-11-10,Hyderabad,Mobile,learn data analytics,219.21,1917.0,,,,21.921,8.745039003695087,49.26067415730338
A1306,Software Engineer Course,136.0,5782.0,$189.65,23.0,6.0,0.044,$1951,2024-11-11,Hyderabad,Tablet,data anaytics training,189.65,1951.0,0.02352127291594604,1.394485294117647,0.04411764705882353,31.608333333333334,10.287371473767466,32.800069180214464
A1307,Software Engineer Course,192.0,4339.0,$245.57,24.0,8.0,0.047,$1284,2024-11-18,Hyderabad,Mobile,learn data analytics,245.57,1284.0,0.0442498271491127,1.2790104166666667,0.041666666666666664,30.69625,5.228651708270554,56.59598985941461
A1308,Software Engineer Course,147.0,5870.0,,14.0,8.0,0.054,$1748,2024-11-02,Hyderabad,Mobile,data anaytics training,,1748.0,0.02504258943781942,,0.05442176870748299,,,
A1309,Software Engineer Course,164.0,5662.0,$186.41,11.0,9.0,0.055,$1020,2024-11-17,Hyderabad,Tablet,data analytics course,186.41,1020.0,0.028965030024726245,1.1366463414634147,0.054878048780487805,20.712222222222223,5.471809452282603,32.922995407983045
A1310,Software Engineer Course,192.0,5130.0,$184.63,19.0,4.0,,$1087,2024-11-07,Hyderabad,Desktop,data analytics course,184.63,1087.0,0.03742690058479532,0.9616145833333333,0.020833333333333332,46.1575,5.887450576829335,35.99025341130604
A1311,Software Engineer Course,139.0,4608.0,$224.99,12.0,8.0,,$1095,2024-11-12,Hyderabad,Desktop,data anaytics training,224.99,1095.0,0.030164930555555556,1.6186330935251798,0.05755395683453238,28.12375,4.866882972576558,48.825954861111114
A1312,Software Engineer Course,199.0,5290.0,$218.55,20.0,7.0,0.035,$1234,2024-11-30,Hyderabad,Tablet,learn data analytics,218.55,1234.0,0.03761814744801512,1.0982412060301507,0.035175879396984924,31.22142857142857,5.6463051933196065,41.31379962192817
A1313,Software Engineer Course,82.0,4961.0,$220.29,27.0,7.0,0.059,$1149,2024-11-02,Hyderabad,Tablet,data analytics course,220.29,1149.0,0.01652892561983471,2.6864634146341464,0.08536585365853659,31.47,5.215851831676427,44.40435396089498
A1314,Software Engineer Course,175.0,4347.0,$242.06,17.0,3.0,0.017,$1617,2024-11-22,Hyderabad,Desktop,data anaytics training,242.06,1617.0,0.040257648953301126,1.3832,0.017142857142857144,80.68666666666667,6.680161943319838,55.68438003220612
A1315,Software Engineer Course,181.0,5664.0,$204.74,22.0,5.0,0.028,$1719,2024-11-22,Hyderabad,Desktop,data analytics course,204.74,1719.0,0.03195621468926554,1.131160220994475,0.027624309392265192,40.948,8.396014457360554,36.147598870056505
A1316,Software Engineer Course,146.0,3757.0,$192.59,25.0,9.0,,$1169,2024-11-09,Hyderabad,Desktop,online data analytic,192.59,1169.0,0.0388607931860527,1.319109589041096,0.06164383561643835,21.39888888888889,6.069889402357339,51.261644929465
A1317,Software Engineer Course,192.0,4225.0,$242.0,24.0,6.0,0.031,$1032,2024-11-01,Hyderabad,Mobile,data analitics online,242.0,1032.0,0.04544378698224852,1.2604166666666667,0.03125,40.333333333333336,4.264462809917355,57.278106508875744
A1318,Software Engineer Course,149.0,3410.0,$181.12,20.0,4.0,0.033,$1806,2024-11-17,Hyderabad,Desktop,learn data analytics,181.12,1806.0,0.0436950146627566,1.2155704697986578,0.026845637583892617,45.28,9.971289752650176,53.11436950146628
A1319,Software Engineer Course,93.0,3934.0,$226.84,20.0,6.0,0.065,$1964,2024-11-18,Hyderabad,Mobile,data analitics online,226.84,1964.0,0.02364006100660905,2.4391397849462364,0.06451612903225806,37.806666666666665,8.658084993828249,57.66141331977631
A1320,Software Engineer Course,182.0,3384.0,$187.67,18.0,8.0,0.044,$1769,2024-11-01,Hyderabad,Desktop,analytics for data,187.67,1769.0,0.053782505910165486,1.031153846153846,0.04395604395604396,23.45875,9.426120317578729,55.4580378250591
A1321,Software Engineer Course,99.0,3842.0,$246.3,23.0,8.0,0.081,$1452,2024-11-10,Hyderabad,Tablet,online data analytic,246.3,1452.0,0.025767829255596043,2.487878787878788,0.08080808080808081,30.7875,5.895249695493301,64.10723581467987
A1322,Software Engineer Course,188.0,4022.0,$238.61,20.0,8.0,0.043,,2024-11-06,Hyderabad,Mobile,data analitics online,238.61,,0.046742913973147684,1.2692021276595746,0.0425531914893617,29.82625,,59.3262058677275
A1323,Software Engineer Course,193.0,5786.0,$201.51,16.0,10.0,0.052,$1617,2024-11-05,Hyderabad,Tablet,data anaytics training,201.51,1617.0,0.03335637746284134,1.0440932642487046,0.05181347150259067,20.151,8.024415661753759,34.82716902868994
A1324,Software Engineer Course,107.0,4423.0,$239.47,25.0,9.0,0.084,$1370,2024-11-23,Hyderabad,Desktop,analytics for data,239.47,1370.0,0.02419172507347954,2.23803738317757,0.08411214953271028,26.607777777777777,5.720967135758133,54.14198507800136
A1325,Software Engineer Course,131.0,4228.0,$230.18,16.0,9.0,0.069,$1393,2024-11-07,Hyderabad,Desktop,data anaytics training,230.18,1393.0,0.03098391674550615,1.7570992366412215,0.06870229007633588,25.575555555555557,6.051785559127639,54.44181646168401
A1326,Software Engineer Course,139.0,5120.0,$199.3,24.0,5.0,0.036,$1835,2024-11-23,Hyderabad,Mobile,data analytics course,199.3,1835.0,0.0271484375,1.4338129496402878,0.03597122302158273,39.86,9.207225288509784,38.92578125
A1327,Software Engineer Course,141.0,3600.0,$227.54,20.0,6.0,0.043,$1367,2024-11-07,Hyderabad,Desktop,learn data analytics,227.54,1367.0,0.03916666666666667,1.6137588652482269,0.0425531914893617,37.92333333333333,6.007734903753186,63.205555555555556
A1328,Software Engineer Course,175.0,5016.0,,16.0,3.0,0.017,$1836,2024-11-07,Hyderabad,Tablet,learn data analytics,,1836.0,0.03488835725677831,,0.017142857142857144,,,
A1329,Software Engineer Course,96.0,5771.0,$213.98,30.0,3.0,0.031,$1130,2024-11-30,Hyderabad,Mobile,analytics for data,213.98,1130.0,0.016634898631086466,2.2289583333333334,0.03125,71.32666666666667,5.280867370782317,37.078495927915434
A1330,Software Engineer Course,,4615.0,$194.89,12.0,6.0,,$1923,2024-11-25,Hyderabad,Tablet,data anaytics training,194.89,1923.0,,,,32.48166666666666,9.867104520498744,42.229685807150595
A1331,Software Engineer Course,187.0,3115.0,$184.61,12.0,3.0,0.016,$1324,2024-11-30,Hyderabad,Mobile,learn data analytics,184.61,1324.0,0.06003210272873194,0.9872192513368985,0.016042780748663103,61.53666666666667,7.171875846378852,59.26484751203853
A1332,Software Engineer Course,153.0,5886.0,$218.33,29.0,3.0,0.02,$1424,2024-11-20,Hyderabad,Mobile,analytics for data,218.33,1424.0,0.02599388379204893,1.4269934640522877,0.0196078431372549,72.77666666666667,6.522236980717262,37.09310227658852
A1333,Software Engineer Course,122.0,4929.0,$192.72,10.0,10.0,0.082,,2024-11-12,Hyderabad,Desktop,data anaytics training,192.72,,0.02475147088658957,1.579672131147541,0.08196721311475409,19.272,,39.09920876445527
A1334,Software Engineer Course,151.0,4357.0,$238.69,28.0,9.0,0.06,$1447,2024-11-13,Hyderabad,Tablet,analytics for data,238.69,1447.0,0.03465687399586872,1.580728476821192,0.059602649006622516,26.52111111111111,6.062256483304705,54.78310764287354
A1335,Software Engineer Course,116.0,4519.0,$184.29,23.0,7.0,,$1070,2024-11-12,Hyderabad,Desktop,data anaytics training,184.29,1070.0,0.025669395884045144,1.5887068965517241,0.0603448275862069,26.327142857142857,5.806066525584677,40.78114627129896
A1336,Software Engineer Course,145.0,5612.0,$207.34,22.0,4.0,0.028,$1689,2024-11-12,Hyderabad,Desktop,learn data analytics,207.34,1689.0,0.025837491090520314,1.4299310344827587,0.027586206896551724,51.835,8.146040320246938,36.94583036350677
A1337,Software Engineer Course,90.0,3251.0,$198.69,12.0,7.0,0.078,$1044,2024-11-30,Hyderabad,Mobile,learn data analytics,198.69,1044.0,0.027683789603199015,2.2076666666666664,0.07777777777777778,28.384285714285713,5.254416427600785,61.11657951399569
A1338,Software Engineer Course,133.0,3360.0,$203.78,13.0,9.0,0.068,$1654,2024-11-14,Hyderabad,Mobile,online data analytic,203.78,1654.0,0.03958333333333333,1.5321804511278196,0.06766917293233082,22.642222222222223,8.116596329374817,60.64880952380952
A1339,Software Engineer Course,135.0,5891.0,$245.69,21.0,6.0,0.044,$1947,2024-11-05,Hyderabad,Mobile,learn data analytics,245.69,1947.0,0.022916313019860805,1.819925925925926,0.044444444444444446,40.94833333333333,7.924620456673043,41.70599219147852
A1340,Software Engineer Course,155.0,5835.0,$239.52,10.0,4.0,0.041,,2024-11-13,Hyderabad,Mobile,analytics for data,239.52,,0.026563838903170524,1.5452903225806451,0.025806451612903226,59.88,,41.04884318766067
A1341,Software Engineer Course,100.0,4928.0,$186.68,22.0,10.0,0.1,$1071,2024-11-23,Hyderabad,Mobile,analytics for data,186.68,1071.0,0.020292207792207792,1.8668,0.1,18.668,5.7370902078422965,37.881493506493506
A1342,Software Engineer Course,138.0,4049.0,$182.66,20.0,7.0,0.051,$1292,2024-11-20,Hyderabad,Mobile,online data analytic,182.66,1292.0,0.03408248950358113,1.3236231884057972,0.050724637681159424,26.094285714285714,7.073250848571116,45.11237342553717
A1343,Software Engineer Course,109.0,4114.0,$243.33,18.0,6.0,0.044,$1456,2024-11-25,Hyderabad,Tablet,learn data analytics,243.33,1456.0,0.026494895478852698,2.2323853211009177,0.05504587155963303,40.555,5.983643611556323,59.14681575109383
A1344,Software Engineer Course,124.0,3947.0,$198.11,11.0,4.0,0.032,$1308,2024-11-26,Hyderabad,Mobile,data analytics course,198.11,1308.0,0.03141626551811502,1.5976612903225809,0.03225806451612903,49.5275,6.602392610166069,50.19255130478845
A1345,Software Engineer Course,,3705.0,$239.26,25.0,,,$1506,2024-11-02,Hyderabad,Tablet,online data analytic,239.26,1506.0,,,,,6.294407757251526,64.57759784075573
A1346,Software Engineer Course,197.0,5365.0,$208.86,14.0,4.0,0.031,$1106,2024-11-01,Hyderabad,Tablet,data anaytics training,208.86,1106.0,0.03671947809878844,1.0602030456852793,0.02030456852791878,52.215,5.295413195441922,38.93010251630941
A1347,Software Engineer Course,114.0,5213.0,$224.65,26.0,4.0,0.035,$1218,2024-11-29,Hyderabad,Tablet,online data analytic,224.65,1218.0,0.021868405908306156,1.9706140350877193,0.03508771929824561,56.1625,5.421767193411974,43.094187607903315
A1348,Software Engineer Course,117.0,3951.0,$212.02,16.0,5.0,0.052,$1949,2024-11-10,Hyderabad,Desktop,data anaytics training,212.02,1949.0,0.029612756264236904,1.8121367521367522,0.042735042735042736,42.404,9.19252900669748,53.662363958491525
A1349,Software Engineer Course,198.0,3405.0,$224.9,13.0,10.0,0.051,$1631,2024-11-14,Hyderabad,Tablet,online data analytic,224.9,1631.0,0.05814977973568282,1.135858585858586,0.050505050505050504,22.490000000000002,7.252112049799911,66.04992657856094
A1350,Software Engineer Course,160.0,5367.0,$208.47,20.0,8.0,,$1853,2024-11-15,Hyderabad,Tablet,data analytics course,208.47,1853.0,0.029811812930873857,1.3029375,0.05,26.05875,8.888569098671272,38.84292901062046
A1351,Software Engineer Course,137.0,3602.0,$194.55,23.0,5.0,0.036,$1580,2024-11-02,Hyderabad,Tablet,data analytics course,194.55,1580.0,0.038034425319267075,1.42007299270073,0.0364963503649635,38.910000000000004,8.1213055769725,54.01166018878401
A1352,Software Engineer Course,163.0,3917.0,$209.01,10.0,3.0,,$1823,2024-11-17,Hyderabad,Tablet,data anaytics training,209.01,1823.0,0.04161347970385499,1.2822699386503067,0.018404907975460124,69.67,8.722070714319889,53.359714066887925
A1353,Software Engineer Course,138.0,5671.0,$244.12,26.0,3.0,,,2024-11-13,Hyderabad,Tablet,analytics for data,244.12,,0.02433433256921178,1.768985507246377,0.021739130434782608,81.37333333333333,,43.047081643449125
A1354,Software Engineer Course,194.0,5019.0,$227.67,28.0,7.0,0.036,$1019,2024-11-22,Hyderabad,Mobile,learn data analytics,227.67,1019.0,0.0386531181510261,1.1735567010309278,0.03608247422680412,32.52428571428571,4.4757763429525195,45.36162582187687
A1355,Software Engineer Course,177.0,3569.0,$190.31,13.0,8.0,0.035,$1403,2024-11-25,Hyderabad,Mobile,online data analytic,190.31,1403.0,0.04959372373213786,1.0751977401129944,0.04519774011299435,23.78875,7.372182228994798,53.323059680582794
A1356,Software Engineer Course,113.0,3420.0,$223.48,22.0,10.0,0.058,$1138,2024-11-23,Hyderabad,Mobile,online data analytic,223.48,1138.0,0.03304093567251462,1.9776991150442478,0.08849557522123894,22.348,5.092178270986218,65.34502923976608
A1357,Software Engineer Course,133.0,3064.0,$221.8,22.0,5.0,0.038,$1538,2024-11-11,Hyderabad,Mobile,learn data analytics,221.8,1538.0,0.04340731070496084,1.667669172932331,0.03759398496240601,44.36,6.934174932371506,72.38903394255874
A1358,Software Engineer Course,118.0,3730.0,$207.5,25.0,8.0,0.039,$1011,2024-11-12,Hyderabad,Mobile,data anaytics training,207.5,1011.0,0.03163538873994638,1.7584745762711864,0.06779661016949153,25.9375,4.872289156626506,55.630026809651476
A1359,Software Engineer Course,109.0,5852.0,$235.44,20.0,5.0,0.046,$1946,2024-11-14,Hyderabad,Desktop,analytics for data,235.44,1946.0,0.01862611073137389,2.16,0.045871559633027525,47.088,8.26537546721033,40.2323991797676
A1360,Software Engineer Course,109.0,4011.0,$184.51,13.0,6.0,0.053,$1375,2024-11-23,Hyderabad,Desktop,data analitics online,184.51,1375.0,0.027175268012964347,1.6927522935779815,0.05504587155963303,30.751666666666665,7.452170614058859,46.00099725754176
A1361,Software Engineer Course,128.0,4636.0,$243.83,20.0,10.0,0.059,$1941,2024-11-02,Hyderabad,Mobile,data anaytics training,243.83,1941.0,0.027610008628127698,1.904921875,0.078125,24.383000000000003,7.960464257884591,52.59490940465919
A1362,Software Engineer Course,181.0,3087.0,$201.29,19.0,10.0,,,2024-11-20,Hyderabad,Mobile,data analitics online,201.29,,0.05863297700032394,1.1120994475138122,0.055248618784530384,20.128999999999998,,65.2057013281503
A1363,Software Engineer Course,89.0,5872.0,$198.32,14.0,6.0,0.067,$1553,2024-11-20,Hyderabad,Mobile,online data analytic,198.32,1553.0,0.015156675749318801,2.228314606741573,0.06741573033707865,33.053333333333335,7.830778539733764,33.77384196185286
A1364,Software Engineer Course,157.0,5762.0,$248.1,26.0,4.0,0.025,$1999,2024-11-05,Hyderabad,Tablet,data analitics online,248.1,1999.0,0.027247483512669212,1.5802547770700637,0.025477707006369428,62.025,8.057234985892785,43.05796598403332
A1365,Software Engineer Course,88.0,3396.0,$193.79,19.0,5.0,0.057,$1860,2024-11-18,Hyderabad,Mobile,online data analytic,193.79,1860.0,0.02591283863368669,2.202159090909091,0.056818181818181816,38.757999999999996,9.59801847360545,57.06419316843345
A1366,Software Engineer Course,130.0,3092.0,$211.39,28.0,7.0,0.054,$1031,2024-11-24,Hyderabad,Tablet,data analytics course,211.39,1031.0,0.04204398447606727,1.626076923076923,0.05384615384615385,30.198571428571427,4.877241118312125,68.36675291073738
A1367,Software Engineer Course,194.0,4240.0,$213.45,18.0,4.0,,$1890,2024-11-23,Hyderabad,Tablet,data analitics online,213.45,1890.0,0.04575471698113207,1.1002577319587628,0.020618556701030927,53.3625,8.854532677442025,50.34198113207547
A1368,Software Engineer Course,180.0,4297.0,$200.04,24.0,5.0,,$1050,2024-11-18,Hyderabad,Mobile,data analytics course,200.04,1050.0,0.04188969048173144,1.1113333333333333,0.027777777777777776,40.007999999999996,5.248950209958009,46.55340935536421
A1369,Software Engineer Course,,5518.0,$243.83,15.0,10.0,,$1862,2024-11-22,Hyderabad,Mobile,data analitics online,243.83,1862.0,,,,24.383000000000003,7.636468031005208,44.188111634650234
A1370,Software Engineer Course,,5039.0,$235.44,24.0,7.0,,$1839,2024-11-08,Hyderabad,Desktop,data analitics online,235.44,1839.0,,,,33.63428571428572,7.810907237512742,46.72355626116293
A1371,Software Engineer Course,,3596.0,$210.31,23.0,9.0,,$1269,2024-11-01,Hyderabad,Tablet,online data analytic,210.31,1269.0,,,,23.36777777777778,6.033949883505302,58.48442714126808
A1372,Software Engineer Course,118.0,4845.0,$190.25,11.0,3.0,0.046,$1446,2024-11-18,Hyderabad,Desktop,analytics for data,190.25,1446.0,0.02435500515995872,1.6122881355932204,0.025423728813559324,63.416666666666664,7.6005256241787125,39.26728586171311
A1373,Software Engineer Course,101.0,4883.0,$237.89,11.0,6.0,,$1368,2024-11-14,Hyderabad,Desktop,analytics for data,237.89,1368.0,0.02068400573417981,2.355346534653465,0.0594059405940594,39.64833333333333,5.750556980116861,48.71800122875281
A1374,Software Engineer Course,120.0,4618.0,$200.91,18.0,7.0,0.058,$1775,2024-11-02,Hyderabad,Tablet,data analitics online,200.91,1775.0,0.0259852750108272,1.67425,0.058333333333333334,28.701428571428572,8.834801652481211,43.50584668687744
A1375,Software Engineer Course,194.0,3941.0,$240.35,27.0,10.0,0.052,$1373,2024-11-11,Hyderabad,Desktop,data analytics course,240.35,1373.0,0.04922608475006344,1.238917525773196,0.05154639175257732,24.035,5.712502600374454,60.98705912205024
A1376,Software Engineer Course,135.0,5096.0,$230.32,14.0,4.0,0.03,$1478,2024-11-18,Hyderabad,Mobile,data anaytics training,230.32,1478.0,0.026491365777080063,1.706074074074074,0.02962962962962963,57.58,6.417158735672109,45.196232339089484
A1377,Software Engineer Course,190.0,5537.0,$188.98,20.0,4.0,0.021,$1989,2024-11-04,Hyderabad,Tablet,learn data analytics,188.98,1989.0,0.03431461080007224,0.9946315789473684,0.021052631578947368,47.245,10.524923272303948,34.13039552104028
A1378,Software Engineer Course,198.0,4208.0,$180.06,19.0,8.0,0.04,$1462,2024-11-08,Hyderabad,Mobile,data anaytics training,180.06,1462.0,0.0470532319391635,0.9093939393939394,0.04040404040404041,22.5075,8.119515716983228,42.789923954372625
A1379,Software Engineer Course,87.0,5358.0,$236.57,19.0,5.0,0.057,$1141,2024-11-02,Hyderabad,Tablet,learn data analytics,236.57,1141.0,0.016237402015677492,2.7191954022988507,0.05747126436781609,47.314,4.823096757830664,44.15266890630833
A1380,Software Engineer Course,106.0,5583.0,$218.81,13.0,3.0,0.028,$1049,2024-11-15,Hyderabad,Desktop,data analytics course,218.81,1049.0,0.018986208131828768,2.064245283018868,0.02830188679245283,72.93666666666667,4.794113614551438,39.192190578542004
A1381,Software Engineer Course,169.0,3069.0,$227.7,12.0,5.0,0.03,$1063,2024-11-28,Hyderabad,Mobile,data analytics course,227.7,1063.0,0.05506679700228087,1.3473372781065087,0.029585798816568046,45.54,4.668423364075538,74.19354838709677
A1382,Software Engineer Course,195.0,3738.0,$202.08,18.0,7.0,,$1647,2024-11-16,Hyderabad,Tablet,online data analytic,202.08,1647.0,0.0521669341894061,1.0363076923076924,0.035897435897435895,28.868571428571432,8.15023752969121,54.06099518459069
A1383,Software Engineer Course,161.0,4852.0,$235.1,10.0,8.0,0.05,$1738,2024-11-24,Hyderabad,Desktop,online data analytic,235.1,1738.0,0.03318219291014015,1.4602484472049688,0.049689440993788817,29.3875,7.392598894087622,48.454245671887875
A1384,Software Engineer Course,195.0,5120.0,$249.6,26.0,3.0,0.015,$1571,2024-11-04,Hyderabad,Mobile,data anaytics training,249.6,1571.0,0.0380859375,1.28,0.015384615384615385,83.2,6.294070512820513,48.75
A1385,Software Engineer Course,111.0,3550.0,$231.81,10.0,9.0,0.081,$1462,2024-11-26,Hyderabad,Mobile,data anaytics training,231.81,1462.0,0.03126760563380282,2.0883783783783785,0.08108108108108109,25.756666666666668,6.306889262758293,65.29859154929578
A1386,Software Engineer Course,124.0,5618.0,$205.95,25.0,7.0,0.056,$1374,2024-11-19,Hyderabad,Mobile,data analytics course,205.95,1374.0,0.022071911712353152,1.6608870967741935,0.056451612903225805,29.42142857142857,6.671522214129643,36.658953364186544
A1387,Software Engineer Course,89.0,4700.0,$219.95,28.0,6.0,0.067,$1493,2024-11-19,Hyderabad,Mobile,data analytics course,219.95,1493.0,0.018936170212765956,2.4713483146067414,0.06741573033707865,36.65833333333333,6.787906342350534,46.797872340425535
A1388,Software Engineer Course,122.0,5874.0,$201.04,10.0,7.0,,$1352,2024-11-30,Hyderabad,Desktop,data analytics course,201.04,1352.0,0.02076949267960504,1.6478688524590164,0.05737704918032787,28.72,6.725029844807004,34.2254000680967
A1389,Software Engineer Course,177.0,5965.0,$199.7,28.0,3.0,0.017,$1090,2024-11-13,Hyderabad,Mobile,data analitics online,199.7,1090.0,0.02967309304274937,1.1282485875706214,0.01694915254237288,66.56666666666666,5.458187280921383,33.47862531433361
A1390,Software Engineer Course,163.0,5774.0,$221.61,29.0,9.0,0.055,$1396,2024-11-08,Hyderabad,Desktop,learn data analytics,221.61,1396.0,0.028229996536196744,1.3595705521472394,0.05521472392638037,24.623333333333335,6.299354722259825,38.38067197783166
A1391,Software Engineer Course,124.0,4079.0,$189.07,18.0,3.0,0.024,$1430,2024-11-23,Hyderabad,Desktop,data analytics course,189.07,1430.0,0.030399607746996814,1.524758064516129,0.024193548387096774,63.02333333333333,7.563336330459618,46.35204707036038
A1392,Software Engineer Course,105.0,3670.0,$218.45,25.0,6.0,,$1650,2024-11-22,Hyderabad,Desktop,online data analytic,218.45,1650.0,0.02861035422343324,2.0804761904761904,0.05714285714285714,36.40833333333333,7.5532158388647295,59.52316076294278
A1393,Software Engineer Course,122.0,3394.0,,20.0,4.0,,$1053,2024-11-03,Hyderabad,Mobile,data analitics online,,1053.0,0.03594578668238067,,0.03278688524590164,,,
A1394,Software Engineer Course,166.0,5730.0,$241.3,16.0,5.0,0.03,,2024-11-17,Hyderabad,Mobile,data analitics online,241.3,,0.028970331588132635,1.4536144578313255,0.030120481927710843,48.260000000000005,,42.11169284467714
A1395,Software Engineer Course,96.0,3761.0,$196.45,10.0,5.0,0.035,$1518,2024-11-30,Hyderabad,Tablet,online data analytic,196.45,1518.0,0.02552512629619782,2.0463541666666667,0.052083333333333336,39.29,7.7271570374141,52.23344855091731
A1396,Software Engineer Course,135.0,4505.0,$214.64,17.0,9.0,,$1500,2024-11-06,Hyderabad,Mobile,online data analytic,214.64,1500.0,0.029966703662597113,1.5899259259259257,0.06666666666666667,23.848888888888887,6.988445769660828,47.64483906770255
A1397,Software Engineer Course,179.0,3975.0,$183.25,14.0,3.0,0.017,,2024-11-06,Hyderabad,Tablet,data analytics course,183.25,,0.0450314465408805,1.0237430167597765,0.01675977653631285,61.083333333333336,,46.10062893081761
A1398,Software Engineer Course,163.0,,$206.46,14.0,3.0,,$1103,2024-11-12,Hyderabad,Tablet,learn data analytics,206.46,1103.0,,1.2666257668711658,0.018404907975460124,68.82000000000001,5.342439213406955,
A1399,Software Engineer Course,198.0,5883.0,,19.0,9.0,0.045,$1182,2024-11-27,Hyderabad,Mobile,data analitics online,,1182.0,0.033656297807241206,,0.045454545454545456,,,
A1400,Software Engineer Course,86.0,3555.0,$225.23,11.0,6.0,0.035,$1193,2024-11-11,Hyderabad,Desktop,data anaytics training,225.23,1193.0,0.02419127988748242,2.618953488372093,0.06976744186046512,37.538333333333334,5.296807707676598,63.355836849507725
A1401,Software Engineer Course,89.0,3760.0,$218.69,21.0,9.0,0.101,$1474,2024-11-25,Hyderabad,Desktop,learn data analytics,218.69,1474.0,0.023670212765957446,2.457191011235955,0.10112359550561797,24.29888888888889,6.740134436874114,58.16223404255319
A1402,Software Engineer Course,118.0,3596.0,$236.66,29.0,9.0,0.076,$1154,2024-11-23,Hyderabad,Tablet,data analytics course,236.66,1154.0,0.03281423804226919,2.0055932203389832,0.07627118644067797,26.295555555555556,4.876193695597059,65.81201334816463
A1403,Software Engineer Course,,3217.0,$232.15,21.0,8.0,,$1726,2024-11-21,Hyderabad,Mobile,data anaytics training,232.15,1726.0,,,,29.01875,7.434848158518199,72.16350637239664
A1404,Software Engineer Course,95.0,5386.0,$184.96,23.0,8.0,0.051,$1045,2024-11-20,Hyderabad,Desktop,online data analytic,184.96,1045.0,0.017638321574452283,1.9469473684210528,0.08421052631578947,23.12,5.649870242214533,34.34088377274416
A1405,Software Engineer Course,144.0,5381.0,$199.43,10.0,10.0,0.069,$1085,2024-11-09,Hyderabad,Desktop,data anaytics training,199.43,1085.0,0.026760825125441368,1.3849305555555556,0.06944444444444445,19.943,5.44050544050544,37.061884408102586
